scenario,profile,loss_pct,domain,status,measurement_status,profile,baseline_rtt_ms,baseline_ttfb_ms,pass_ttfb_ms,hybrid_ttfb_ms,fail_ttfb_ms,selected_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,hybrid_loss_threshold_pct,cbom_migration_risk,cbom_migration_reason,error
model-hybrid,hybrid,1.2,aajtak.in,pass,pass,hybrid,20.38,66.98,63.55,127.79,180.91,127.79,127.79,2,90.78,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,abplive.com,pass,pass,hybrid,1.81,27.84,26.41,48.87,88.06,48.87,48.87,2,75.56,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,zeenews.india.com,pass,pass,hybrid,2.08,28.41,26.95,50.02,89.41,50.02,50.02,2,76.09,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,republicworld.com,pass,pass,hybrid,0.95,26.02,24.69,45.22,83.76,45.22,45.22,2,73.77,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,opindia.com,pass,pass,hybrid,2.61,29.52,28.01,52.27,92.06,52.27,52.27,2,77.05,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,thewire.in,pass,pass,hybrid,9.88,44.85,42.55,83.17,128.41,83.17,83.17,2,85.45,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,scroll.in,pass,pass,hybrid,2.71,29.73,28.21,52.7,92.56,52.7,52.7,2,77.24,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,theprint.in,pass,pass,hybrid,9.72,44.51,42.23,82.49,127.61,82.49,82.49,2,85.33,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,firstpost.com,pass,pass,hybrid,1.59,27.37,25.97,47.94,86.96,47.94,47.94,2,75.14,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,indiatoday.in,pass,pass,hybrid,11.69,48.66,46.17,90.86,137.46,90.86,90.86,2,86.71,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,news18.com,pass,pass,hybrid,1.67,27.54,26.13,48.28,87.36,48.28,48.28,2,75.3,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,indianexpress.com,pass,pass,hybrid,2.02,28.28,26.83,49.76,89.11,49.76,49.76,2,75.96,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,hindustantimes.com,pass,pass,hybrid,2.3,28.87,27.39,50.95,90.51,50.95,50.95,2,76.49,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,thehindu.com,pass,pass,hybrid,2.1,28.45,26.99,50.1,89.51,50.1,50.1,2,76.11,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,ndtv.com,pass,pass,hybrid,1.72,27.65,26.23,48.49,87.61,48.49,48.49,2,75.39,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,timesofindia.indiatimes.com,pass,pass,hybrid,3.61,31.63,30.01,56.52,97.06,56.52,56.52,2,78.69,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,healthkart.com,pass,pass,hybrid,3.12,30.6,29.03,54.44,94.61,54.44,54.44,2,77.92,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,apollo247.com,pass,pass,hybrid,10.58,46.32,43.95,86.14,131.91,86.14,86.14,2,85.95,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,netmeds.com,pass,pass,hybrid,10.28,45.69,43.35,84.87,130.41,84.87,84.87,2,85.75,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,1mg.com,pass,pass,hybrid,1.95,28.13,26.69,49.47,88.76,49.47,49.47,2,75.85,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,pharmeasy.in,pass,pass,hybrid,0.58,25.24,23.95,43.64,81.91,43.64,43.64,2,72.88,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,mfine.co,fail,pass,hybrid,226.78,542.06,514.29,1079.87,1366.63,1079.87,1079.87,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,boat-lifestyle.com,pass,pass,hybrid,1.65,27.5,26.09,48.19,87.26,48.19,48.19,2,75.24,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bewakoof.com,pass,pass,hybrid,2.18,28.62,27.15,50.44,89.91,50.44,50.44,2,76.26,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,urbancompany.com,pass,pass,hybrid,2.02,28.28,26.83,49.76,89.11,49.76,49.76,2,75.96,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,sulekha.com,fail,pass,hybrid,62.44,155.64,147.67,306.55,391.21,306.55,306.55,2,96.96,1.2,0.2,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,justdial.com,pass,pass,hybrid,1.51,27.2,25.81,47.6,86.56,47.6,47.6,2,74.98,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,tradeindia.com,pass,pass,hybrid,1.38,26.93,25.55,47.04,85.91,47.04,47.04,2,74.68,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,indiamart.com,pass,pass,hybrid,9.25,43.52,41.29,80.49,125.26,80.49,80.49,2,84.95,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,urbanladder.com,fail,pass,hybrid,226.91,542.37,514.58,1080.49,1367.4,1080.49,1080.49,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,pepperfry.com,pass,pass,hybrid,11.04,47.29,44.87,88.1,134.21,88.1,88.1,2,86.29,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,shopclues.com,fail,pass,hybrid,226.59,541.61,513.86,1078.98,1365.5,1078.98,1078.98,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,snapdeal.com,fail,pass,hybrid,245.63,586.51,556.46,1168.8,1478.98,1168.8,1168.8,2,99.28,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,firstcry.com,fail,pass,hybrid,234.02,559.13,530.48,1114.03,1409.78,1114.03,1114.03,2,99.24,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,jiomart.com,pass,pass,hybrid,10.2,45.52,43.19,84.53,130.01,84.53,84.53,2,85.69,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,tatacliq.com,pass,pass,hybrid,2.36,29.0,27.51,51.21,90.81,51.21,51.21,2,76.61,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,reliancedigital.in,pass,pass,hybrid,10.3,45.73,43.39,84.95,130.51,84.95,84.95,2,85.75,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,croma.com,pass,pass,hybrid,2.05,28.34,26.89,49.89,89.26,49.89,49.89,2,76.03,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,lenskart.com,pass,pass,hybrid,2.61,29.52,28.01,52.27,92.06,52.27,52.27,2,77.05,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,cred.club,pass,pass,hybrid,1.0,26.13,24.79,45.43,84.01,45.43,45.43,2,73.87,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,mobikwik.com,pass,pass,hybrid,1.01,26.15,24.81,45.47,84.06,45.47,45.47,2,73.88,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,freecharge.in,fail,pass,hybrid,228.69,546.56,518.56,1088.88,1378.01,1088.88,1088.88,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,phonepe.com,pass,pass,hybrid,1.1,26.34,24.99,45.85,84.51,45.85,45.85,2,74.07,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,paytm.com,pass,pass,hybrid,1.95,28.13,26.69,49.47,88.76,49.47,49.47,2,75.85,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bookmyshow.com,pass,pass,hybrid,2.12,28.49,27.03,50.19,89.61,50.19,50.19,2,76.17,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,uber.com,pass,pass,hybrid,10.2,45.52,43.19,84.53,130.01,84.53,84.53,2,85.69,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,olacabs.com,fail,pass,hybrid,219.19,524.16,497.31,1044.07,1321.39,1044.07,1044.07,2,99.19,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,olaelectric.com,fail,pass,hybrid,219.21,524.22,497.36,1044.16,1321.51,1044.16,1044.16,2,99.18,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,irctc.co.in,fail,pass,hybrid,270.22,644.48,611.46,1284.81,1625.54,1284.81,1284.81,2,99.36,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,redbus.in,fail,pass,hybrid,166.91,400.9,380.36,797.43,1009.8,797.43,797.43,2,98.91,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,cleartrip.com,pass,pass,hybrid,9.26,43.54,41.31,80.53,125.31,80.53,80.53,2,84.95,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,yatra.com,pass,pass,hybrid,1.58,27.35,25.95,47.89,86.91,47.89,47.89,2,75.09,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,goibibo.com,pass,pass,hybrid,1.66,27.52,26.11,48.23,87.31,48.23,48.23,2,75.25,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,makemytrip.com,pass,pass,hybrid,1.09,26.32,24.97,45.81,84.46,45.81,45.81,2,74.06,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,zeptonow.com,hybrid,pass,hybrid,52.79,135.3,128.37,265.54,342.96,265.54,265.54,2,96.26,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,blinkit.com,pass,pass,hybrid,2.22,28.7,27.23,50.61,90.11,50.61,50.61,2,76.34,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bigbasket.com,fail,pass,hybrid,226.83,542.18,514.4,1080.11,1366.93,1080.11,1080.11,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,swiggy.com,fail,pass,hybrid,168.83,405.43,384.66,806.48,1021.24,806.48,806.48,2,98.92,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,zomato.com,fail,pass,hybrid,169.81,407.74,386.85,811.11,1027.08,811.11,811.11,2,98.93,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,nykaa.com,pass,pass,hybrid,0.88,25.88,24.55,44.92,83.41,44.92,44.92,2,73.6,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,meesho.com,pass,pass,hybrid,8.79,42.55,40.37,78.54,122.96,78.54,78.54,2,84.58,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,ajio.com,fail,pass,hybrid,236.23,564.34,535.43,1124.46,1422.95,1124.46,1124.46,2,99.25,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,myntra.com,pass,pass,hybrid,11.29,47.82,45.37,89.16,135.46,89.16,89.16,2,86.45,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,flipkart.com,fail,pass,hybrid,248.2,592.56,562.2,1180.93,1494.29,1180.93,1180.93,2,99.29,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,amazon.in,fail,pass,hybrid,128.63,310.66,294.74,616.83,781.65,616.83,616.83,2,98.56,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,google.com,hybrid,pass,fail,1.4,63.27,60.03,122.64,277.39,277.39,277.39,2,338.41,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,kfc.co.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno 111] Connection refused
model-fail,fail,3.5,mcdonaldsindia.com,fail,pass,fail,251.78,738.06,700.25,1483.01,2238.45,2238.45,2238.45,2,203.29,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,pizzahut.co.in,fail,pass,fail,15.17,92.3,87.57,181.16,346.24,346.24,346.24,2,275.13,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,dominos.co.in,fail,pass,fail,16.22,94.51,89.67,185.63,351.49,351.49,351.49,2,271.9,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,cocacolaindia.com,fail,pass,fail,66.19,199.85,189.61,398.0,601.34,601.34,601.34,2,200.9,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,pepsicoindia.co.in,fail,pass,fail,87.93,262.56,249.11,524.42,791.5,791.5,791.5,2,201.45,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,mtrfoods.com,fail,pass,fail,249.26,730.75,693.31,1468.27,2216.19,2216.19,2216.19,2,203.28,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,haldirams.com,fail,pass,fail,251.69,737.8,700.0,1482.48,2237.65,2237.65,2237.65,2,203.29,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,parleproducts.com,fail,pass,fail,2.34,65.25,61.91,126.64,282.09,282.09,282.09,2,332.3,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,britannia.co.in,fail,pass,fail,227.0,666.15,632.02,1338.04,2019.62,2019.62,2019.62,2,203.18,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,amul.com,fail,pass,fail,2.04,64.62,61.31,125.36,280.59,280.59,280.59,2,334.21,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,nestle.in,fail,pass,fail,13.93,89.68,85.09,175.89,340.04,340.04,340.04,2,279.15,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,itcportal.com,fail,pass,fail,30.35,124.3,117.93,245.68,422.14,422.14,422.14,2,239.62,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,hindustanunilever.com,fail,pass,fail,88.45,264.07,250.54,527.47,796.09,796.09,796.09,2,201.47,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,dabur.com,fail,pass,fail,176.63,519.97,493.33,1043.35,1574.8,1574.8,1574.8,2,202.86,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,patanjaliayurved.net,fail,pass,fail,237.27,695.96,660.3,1398.12,2110.31,2110.31,2110.31,2,203.22,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,muscleblaze.com,hybrid,pass,fail,1.59,63.67,60.41,123.45,278.34,278.34,278.34,2,337.15,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,myprotein.co.in,fail,pass,fail,11.64,84.86,80.51,166.16,328.59,328.59,328.59,2,287.23,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,decathlon.in,fail,pass,fail,12.58,86.84,82.39,170.16,333.29,333.29,333.29,2,283.8,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,underarmour.in,fail,pass,fail,262.68,769.69,730.26,1546.78,2334.71,2334.71,2334.71,2,203.33,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,asics.com,fail,pass,fail,14.57,91.03,86.37,178.61,343.24,343.24,343.24,2,277.05,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,reebok.in,fail,pass,fail,240.78,706.14,669.96,1418.65,2141.31,2141.31,2141.31,2,203.24,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,nike.com,fail,pass,fail,14.44,90.76,86.11,178.06,342.59,342.59,342.59,2,277.47,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,adidas.co.in,fail,pass,fail,169.73,499.94,474.33,1002.98,1513.87,1513.87,1513.87,2,202.81,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,puma.com,fail,pass,fail,10.83,83.15,78.89,162.72,324.54,324.54,324.54,2,290.31,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,ruosh.com,fail,pass,fail,11.45,84.46,80.13,165.35,327.64,327.64,327.64,2,287.94,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,metroshoes.com,fail,pass,fail,2.22,65.0,61.67,126.13,281.49,281.49,281.49,2,333.06,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bata.in,fail,pass,fail,159.32,469.74,445.67,942.08,1421.94,1421.94,1421.94,2,202.71,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,casio-intl.com,fail,pass,fail,12.2,86.04,81.63,168.54,331.39,331.39,331.39,2,285.17,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,sonatawatches.in,fail,pass,fail,2.65,65.91,62.53,127.95,283.64,283.64,283.64,2,330.37,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,fastrack.in,fail,pass,fail,2.33,65.23,61.89,126.59,282.04,282.04,282.04,2,332.36,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,titan.co.in,fail,pass,fail,2.1,64.75,61.43,125.62,280.89,280.89,280.89,2,333.83,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,suzukimotorcycle.co.in,fail,pass,fail,3.05,66.75,63.33,129.65,285.64,285.64,285.64,2,327.93,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,yamahamotor-india.com,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-fail,fail,3.5,royalenfield.com,fail,pass,fail,19.73,101.91,96.69,200.54,369.04,369.04,369.04,2,262.12,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,tvsmotor.com,fail,pass,fail,17.1,96.37,91.43,189.37,355.89,355.89,355.89,2,269.31,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bajajauto.com,fail,pass,fail,232.55,682.25,647.3,1370.51,2068.63,2068.63,2068.63,2,203.21,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,heromotocorp.com,fail,pass,fail,43.17,151.32,143.57,300.16,486.24,486.24,486.24,2,221.33,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,renault.co.in,fail,pass,fail,149.81,442.14,419.49,886.45,1337.96,1337.96,1337.96,2,202.61,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,volkswagen.co.in,hybrid,pass,fail,1.58,63.65,60.39,123.41,278.29,278.29,278.29,2,337.21,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,skoda-auto.co.in,fail,pass,fail,375.94,1098.38,1042.11,2209.39,3334.89,3334.89,3334.89,2,203.62,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,kiamotors.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-fail,fail,3.5,hondacarindia.com,fail,pass,fail,13.6,88.99,84.43,174.49,338.39,338.39,338.39,2,280.26,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,toyotabharat.com,fail,pass,fail,258.08,756.35,717.6,1519.87,2294.08,2294.08,2294.08,2,203.31,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,mahindra.com,fail,pass,fail,2.26,65.08,61.75,126.3,281.69,281.69,281.69,2,332.81,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,tatamotors.com,fail,pass,fail,22.1,106.91,101.43,210.62,380.89,380.89,380.89,2,256.28,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,hyundai.com,fail,pass,fail,308.47,902.58,856.34,1814.67,2739.07,2739.07,2739.07,2,203.47,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,marutisuzuki.com,fail,pass,fail,34.28,132.58,125.79,262.38,441.79,441.79,441.79,2,233.22,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,firebase.google.com,fail,pass,fail,2.24,65.04,61.71,126.21,281.59,281.59,281.59,2,332.93,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,netlify.com,fail,pass,fail,18.57,99.47,94.37,195.61,363.24,363.24,363.24,2,265.19,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,vercel.com,hybrid,pass,fail,1.67,63.84,60.57,123.79,278.74,278.74,278.74,2,336.62,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,heroku.com,fail,pass,fail,11.87,85.34,80.97,167.14,329.74,329.74,329.74,2,286.37,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,digitalocean.com,fail,pass,fail,2.13,64.81,61.49,125.74,281.04,281.04,281.04,2,333.63,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,namecheap.com,fail,pass,fail,29.98,123.52,117.19,244.11,420.29,420.29,420.29,2,240.27,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,crazydomains.in,fail,pass,fail,18.29,98.88,93.81,194.42,361.84,361.84,361.84,2,265.95,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bluehost.in,fail,pass,fail,14.91,91.75,87.05,180.06,344.94,344.94,344.94,2,275.95,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bigrock.in,fail,pass,fail,13.56,88.9,84.35,174.32,338.19,338.19,338.19,2,280.4,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,hostinger.in,fail,pass,fail,2.57,65.74,62.37,127.61,283.24,283.24,283.24,2,330.86,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,godaddy.com,fail,pass,fail,11.27,84.08,79.77,164.59,326.74,326.74,326.74,2,288.62,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,shopify.in,fail,pass,fail,17.26,96.7,91.75,190.05,356.69,356.69,356.69,2,268.85,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,wix.com,fail,pass,fail,22.2,107.12,101.63,211.04,381.39,381.39,381.39,2,256.05,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,wordpress.com,fail,pass,fail,13.03,87.79,83.29,172.07,335.54,335.54,335.54,2,282.22,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,cloud.google.com,fail,pass,fail,2.06,64.66,61.35,125.45,280.69,280.69,280.69,2,334.08,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,azure.microsoft.com,fail,pass,fail,12.67,87.03,82.57,170.54,333.74,333.74,333.74,2,283.48,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,aws.amazon.com,fail,pass,fail,23.85,110.6,104.93,218.05,389.64,389.64,389.64,2,252.31,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,stackoverflow.com,fail,pass,fail,10.82,83.13,78.87,162.68,324.49,324.49,324.49,2,290.35,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,github.com,fail,pass,fail,24.11,111.14,105.45,219.16,390.94,390.94,390.94,2,251.74,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
